fips	county	state	medvalue
26097	"Mackinac County, Michigan"	mi	119300
26099	"Macomb County, Michigan"	mi	123100
26101	"Manistee County, Michigan"	mi	109900
26103	"Marquette County, Michigan"	mi	126600
26105	"Mason County, Michigan"	mi	117000
26107	"Mecosta County, Michigan"	mi	112200
26109	"Menominee County, Michigan"	mi	95300
26111	"Midland County, Michigan"	mi	128600
26113	"Missaukee County, Michigan"	mi	99400
26115	"Monroe County, Michigan"	mi	139100
26117	"Montcalm County, Michigan"	mi	95000
26119	"Montmorency County, Michigan"	mi	93700
26121	"Muskegon County, Michigan"	mi	100900
26123	"Newaygo County, Michigan"	mi	104100
26125	"Oakland County, Michigan"	mi	170500
26127	"Oceana County, Michigan"	mi	106100
26129	"Ogemaw County, Michigan"	mi	89500
26131	"Ontonagon County, Michigan"	mi	72600
26133	"Osceola County, Michigan"	mi	90500
26135	"Oscoda County, Michigan"	mi	83000
26137	"Otsego County, Michigan"	mi	116600
26139	"Ottawa County, Michigan"	mi	153200
26141	"Presque Isle County, Michigan"	mi	95000
26143	"Roscommon County, Michigan"	mi	92000
26145	"Saginaw County, Michigan"	mi	97800
26147	"St. Clair County, Michigan"	mi	121600
26149	"St. Joseph County, Michigan"	mi	108900
26151	"Sanilac County, Michigan"	mi	96500
26153	"Schoolcraft County, Michigan"	mi	86200
26155	"Shiawassee County, Michigan"	mi	108300
26157	"Tuscola County, Michigan"	mi	95700
26159	"Van Buren County, Michigan"	mi	118700
26161	"Washtenaw County, Michigan"	mi	198400
26163	"Wayne County, Michigan"	mi	86800
26165	"Wexford County, Michigan"	mi	100100
27001	"Aitkin County, Minnesota"	mn	168700
27003	"Anoka County, Minnesota"	mn	192300
27005	"Becker County, Minnesota"	mn	171500
27007	"Beltrami County, Minnesota"	mn	147100
27009	"Benton County, Minnesota"	mn	158200
27011	"Big Stone County, Minnesota"	mn	91300
27013	"Blue Earth County, Minnesota"	mn	158100
27015	"Brown County, Minnesota"	mn	121900
27017	"Carlton County, Minnesota"	mn	159000
27019	"Carver County, Minnesota"	mn	264700
27021	"Cass County, Minnesota"	mn	177100
27023	"Chippewa County, Minnesota"	mn	101100
27025	"Chisago County, Minnesota"	mn	197000
27027	"Clay County, Minnesota"	mn	155200
27029	"Clearwater County, Minnesota"	mn	118300
27031	"Cook County, Minnesota"	mn	240500
27033	"Cottonwood County, Minnesota"	mn	86800
27035	"Crow Wing County, Minnesota"	mn	180300
27037	"Dakota County, Minnesota"	mn	223300
27039	"Dodge County, Minnesota"	mn	161100
27041	"Douglas County, Minnesota"	mn	187300
27043	"Faribault County, Minnesota"	mn	85800
27045	"Fillmore County, Minnesota"	mn	135200
27047	"Freeborn County, Minnesota"	mn	104000
27049	"Goodhue County, Minnesota"	mn	181800
27051	"Grant County, Minnesota"	mn	98600
27053	"Hennepin County, Minnesota"	mn	230900
27055	"Houston County, Minnesota"	mn	156500
27057	"Hubbard County, Minnesota"	mn	170400
27059	"Isanti County, Minnesota"	mn	172000
27061	"Itasca County, Minnesota"	mn	152200
27063	"Jackson County, Minnesota"	mn	97700
27065	"Kanabec County, Minnesota"	mn	145600
27067	"Kandiyohi County, Minnesota"	mn	161800
27069	"Kittson County, Minnesota"	mn	68700
27071	"Koochiching County, Minnesota"	mn	101200
27073	"Lac qui Parle County, Minnesota"	mn	80200
27075	"Lake County, Minnesota"	mn	153200
27077	"Lake of the Woods County, Minnesota"	mn	121500
27079	"Le Sueur County, Minnesota"	mn	180100
27081	"Lincoln County, Minnesota"	mn	86100
27083	"Lyon County, Minnesota"	mn	136000
27085	"McLeod County, Minnesota"	mn	155400
27087	"Mahnomen County, Minnesota"	mn	97800
27089	"Marshall County, Minnesota"	mn	88100
27091	"Martin County, Minnesota"	mn	102600
27093	"Meeker County, Minnesota"	mn	156000
27095	"Mille Lacs County, Minnesota"	mn	146600
27097	"Morrison County, Minnesota"	mn	153600
27099	"Mower County, Minnesota"	mn	106000
27101	"Murray County, Minnesota"	mn	95300
27103	"Nicollet County, Minnesota"	mn	169800
27105	"Nobles County, Minnesota"	mn	107800
27107	"Norman County, Minnesota"	mn	84000
27109	"Olmsted County, Minnesota"	mn	171100
27111	"Otter Tail County, Minnesota"	mn	159700
27113	"Pennington County, Minnesota"	mn	107900
27115	"Pine County, Minnesota"	mn	145500
27117	"Pipestone County, Minnesota"	mn	90600
27119	"Polk County, Minnesota"	mn	128100
27121	"Pope County, Minnesota"	mn	148000
27123	"Ramsey County, Minnesota"	mn	198200
27125	"Red Lake County, Minnesota"	mn	87800
27127	"Redwood County, Minnesota"	mn	90500
27129	"Renville County, Minnesota"	mn	97600
27131	"Rice County, Minnesota"	mn	187500
27133	"Rock County, Minnesota"	mn	119300
27135	"Roseau County, Minnesota"	mn	103800
27137	"St. Louis County, Minnesota"	mn	137500
27139	"Scott County, Minnesota"	mn	244400
27141	"Sherburne County, Minnesota"	mn	193400
27143	"Sibley County, Minnesota"	mn	136900
27145	"Stearns County, Minnesota"	mn	167600
27147	"Steele County, Minnesota"	mn	155400
27149	"Stevens County, Minnesota"	mn	127500
27151	"Swift County, Minnesota"	mn	91700
27153	"Todd County, Minnesota"	mn	130000
27155	"Traverse County, Minnesota"	mn	66400
27157	"Wabasha County, Minnesota"	mn	154000
27159	"Wadena County, Minnesota"	mn	114600
27161	"Waseca County, Minnesota"	mn	142700
27163	"Washington County, Minnesota"	mn	241900
27165	"Watonwan County, Minnesota"	mn	95700
27167	"Wilkin County, Minnesota"	mn	107300
27169	"Winona County, Minnesota"	mn	158000
27171	"Wright County, Minnesota"	mn	195000
27173	"Yellow Medicine County, Minnesota"	mn	97600
28001	"Adams County, Mississippi"	ms	80900
28003	"Alcorn County, Mississippi"	ms	84300
28005	"Amite County, Mississippi"	ms	70300
28007	"Attala County, Mississippi"	ms	71200
28009	"Benton County, Mississippi"	ms	81200
28011	"Bolivar County, Mississippi"	ms	83500
28013	"Calhoun County, Mississippi"	ms	61500
28015	"Carroll County, Mississippi"	ms	68800
28017	"Chickasaw County, Mississippi"	ms	64600
28019	"Choctaw County, Mississippi"	ms	70600
28021	"Claiborne County, Mississippi"	ms	54500
28023	"Clarke County, Mississippi"	ms	59900
28025	"Clay County, Mississippi"	ms	80600
28027	"Coahoma County, Mississippi"	ms	55600
28029	"Copiah County, Mississippi"	ms	74100
28031	"Covington County, Mississippi"	ms	71800
28033	"DeSoto County, Mississippi"	ms	152600
28035	"Forrest County, Mississippi"	ms	117500
28037	"Franklin County, Mississippi"	ms	63700
28039	"George County, Mississippi"	ms	94400
28041	"Greene County, Mississippi"	ms	83200
28043	"Grenada County, Mississippi"	ms	86500
28045	"Hancock County, Mississippi"	ms	133900
28047	"Harrison County, Mississippi"	ms	143000
28049	"Hinds County, Mississippi"	ms	106400
28051	"Holmes County, Mississippi"	ms	49000
28053	"Humphreys County, Mississippi"	ms	63000
28055	"Issaquena County, Mississippi"	ms	60800
28057	"Itawamba County, Mississippi"	ms	79300
28059	"Jackson County, Mississippi"	ms	123300
28061	"Jasper County, Mississippi"	ms	72700
28063	"Jefferson County, Mississippi"	ms	61500
28065	"Jefferson Davis County, Mississippi"	ms	78300
28067	"Jones County, Mississippi"	ms	84200
28069	"Kemper County, Mississippi"	ms	65500
28071	"Lafayette County, Mississippi"	ms	163000
28073	"Lamar County, Mississippi"	ms	163900
28075	"Lauderdale County, Mississippi"	ms	87400
28077	"Lawrence County, Mississippi"	ms	79600
28079	"Leake County, Mississippi"	ms	73800
28081	"Lee County, Mississippi"	ms	108300
28083	"Leflore County, Mississippi"	ms	69200
28085	"Lincoln County, Mississippi"	ms	84900
28087	"Lowndes County, Mississippi"	ms	115700
28089	"Madison County, Mississippi"	ms	201200
28091	"Marion County, Mississippi"	ms	77900
28093	"Marshall County, Mississippi"	ms	83700
28095	"Monroe County, Mississippi"	ms	78500
28097	"Montgomery County, Mississippi"	ms	68600
28099	"Neshoba County, Mississippi"	ms	75900
28101	"Newton County, Mississippi"	ms	72100
28103	"Noxubee County, Mississippi"	ms	59000
28105	"Oktibbeha County, Mississippi"	ms	129200
28107	"Panola County, Mississippi"	ms	77500
28109	"Pearl River County, Mississippi"	ms	111600
28111	"Perry County, Mississippi"	ms	81200
28113	"Pike County, Mississippi"	ms	82200
28115	"Pontotoc County, Mississippi"	ms	80000
28117	"Prentiss County, Mississippi"	ms	73200
28119	"Quitman County, Mississippi"	ms	49200
28121	"Rankin County, Mississippi"	ms	148900
28123	"Scott County, Mississippi"	ms	68600
28125	"Sharkey County, Mississippi"	ms	64900
28127	"Simpson County, Mississippi"	ms	80800
28129	"Smith County, Mississippi"	ms	77600
28131	"Stone County, Mississippi"	ms	107000
28133	"Sunflower County, Mississippi"	ms	69500
28135	"Tallahatchie County, Mississippi"	ms	64000
28137	"Tate County, Mississippi"	ms	112600
28139	"Tippah County, Mississippi"	ms	74800
28141	"Tishomingo County, Mississippi"	ms	72900
28143	"Tunica County, Mississippi"	ms	74000
28145	"Union County, Mississippi"	ms	85500
28147	"Walthall County, Mississippi"	ms	85100
28149	"Warren County, Mississippi"	ms	103600
28151	"Washington County, Mississippi"	ms	73700
28153	"Wayne County, Mississippi"	ms	68400
28155	"Webster County, Mississippi"	ms	70900
28157	"Wilkinson County, Mississippi"	ms	59400
28159	"Winston County, Mississippi"	ms	76300
28161	"Yalobusha County, Mississippi"	ms	67800
28163	"Yazoo County, Mississippi"	ms	64100
29001	"Adair County, Missouri"	mo	102600
29003	"Andrew County, Missouri"	mo	127700
29005	"Atchison County, Missouri"	mo	76400
29007	"Audrain County, Missouri"	mo	90500
29009	"Barry County, Missouri"	mo	107500
29011	"Barton County, Missouri"	mo	84700
29013	"Bates County, Missouri"	mo	99400
29015	"Benton County, Missouri"	mo	106400
29017	"Bollinger County, Missouri"	mo	96600
29019	"Boone County, Missouri"	mo	162200
29021	"Buchanan County, Missouri"	mo	109700
29023	"Butler County, Missouri"	mo	89700
29025	"Caldwell County, Missouri"	mo	83600
29027	"Callaway County, Missouri"	mo	124500
29029	"Camden County, Missouri"	mo	170200
29031	"Cape Girardeau County, Missouri"	mo	137500
29033	"Carroll County, Missouri"	mo	83900
29035	"Carter County, Missouri"	mo	98300
29037	"Cass County, Missouri"	mo	154900
29039	"Cedar County, Missouri"	mo	88500
29041	"Chariton County, Missouri"	mo	74700
29043	"Christian County, Missouri"	mo	142600
29045	"Clark County, Missouri"	mo	71300
29047	"Clay County, Missouri"	mo	153700
29049	"Clinton County, Missouri"	mo	142900
29051	"Cole County, Missouri"	mo	142400
29053	"Cooper County, Missouri"	mo	119800
29055	"Crawford County, Missouri"	mo	105100
29057	"Dade County, Missouri"	mo	78200
29059	"Dallas County, Missouri"	mo	101400
29061	"Daviess County, Missouri"	mo	104700
29063	"DeKalb County, Missouri"	mo	110400
29065	"Dent County, Missouri"	mo	86000
29067	"Douglas County, Missouri"	mo	102900
29069	"Dunklin County, Missouri"	mo	67800
29071	"Franklin County, Missouri"	mo	150500
29073	"Gasconade County, Missouri"	mo	116000
29075	"Gentry County, Missouri"	mo	80400
29077	"Greene County, Missouri"	mo	128100
29079	"Grundy County, Missouri"	mo	72700
29081	"Harrison County, Missouri"	mo	71300
29083	"Henry County, Missouri"	mo	95700
29085	"Hickory County, Missouri"	mo	98700
29087	"Holt County, Missouri"	mo	78900
29089	"Howard County, Missouri"	mo	96400
29091	"Howell County, Missouri"	mo	97700
29093	"Iron County, Missouri"	mo	78800
29095	"Jackson County, Missouri"	mo	126800
29097	"Jasper County, Missouri"	mo	98300
29099	"Jefferson County, Missouri"	mo	152100
29101	"Johnson County, Missouri"	mo	139200
29103	"Knox County, Missouri"	mo	64900
29105	"Laclede County, Missouri"	mo	96800
29107	"Lafayette County, Missouri"	mo	117300
29109	"Lawrence County, Missouri"	mo	93700
29111	"Lewis County, Missouri"	mo	82300
29113	"Lincoln County, Missouri"	mo	149400
29115	"Linn County, Missouri"	mo	68600
29117	"Livingston County, Missouri"	mo	98500
29119	"McDonald County, Missouri"	mo	86300
29121	"Macon County, Missouri"	mo	83600
29123	"Madison County, Missouri"	mo	86100
29125	"Maries County, Missouri"	mo	116300
29127	"Marion County, Missouri"	mo	102200
29129	"Mercer County, Missouri"	mo	67600
29131	"Miller County, Missouri"	mo	112000
29133	"Mississippi County, Missouri"	mo	60600
29135	"Moniteau County, Missouri"	mo	112100
29137	"Monroe County, Missouri"	mo	89500
29139	"Montgomery County, Missouri"	mo	101500
29141	"Morgan County, Missouri"	mo	110500
29143	"New Madrid County, Missouri"	mo	75400
29145	"Newton County, Missouri"	mo	107700
29147	"Nodaway County, Missouri"	mo	101800
29149	"Oregon County, Missouri"	mo	72400
29151	"Osage County, Missouri"	mo	123100
29153	"Ozark County, Missouri"	mo	89900
29155	"Pemiscot County, Missouri"	mo	64300
29157	"Perry County, Missouri"	mo	123100
29159	"Pettis County, Missouri"	mo	98200
29161	"Phelps County, Missouri"	mo	111700
29163	"Pike County, Missouri"	mo	90100
29165	"Platte County, Missouri"	mo	184900
29167	"Polk County, Missouri"	mo	109800
29169	"Pulaski County, Missouri"	mo	121600
29171	"Putnam County, Missouri"	mo	100300
29173	"Ralls County, Missouri"	mo	108400
29175	"Randolph County, Missouri"	mo	84600
29177	"Ray County, Missouri"	mo	117600
29179	"Reynolds County, Missouri"	mo	86100
29181	"Ripley County, Missouri"	mo	76200
29183	"St. Charles County, Missouri"	mo	189100
29185	"St. Clair County, Missouri"	mo	81600
29186	"Ste. Genevieve County, Missouri"	mo	121600
29187	"St. Francois County, Missouri"	mo	98900
29189	"St. Louis County, Missouri"	mo	174500
29195	"Saline County, Missouri"	mo	85700
29197	"Schuyler County, Missouri"	mo	73600
29199	"Scotland County, Missouri"	mo	70900
29201	"Scott County, Missouri"	mo	96600
29203	"Shannon County, Missouri"	mo	80300
29205	"Shelby County, Missouri"	mo	71500
29207	"Stoddard County, Missouri"	mo	83800
29209	"Stone County, Missouri"	mo	145000
29211	"Sullivan County, Missouri"	mo	74200
29213	"Taney County, Missouri"	mo	129100
29215	"Texas County, Missouri"	mo	98000
29217	"Vernon County, Missouri"	mo	83700
29219	"Warren County, Missouri"	mo	151300
29221	"Washington County, Missouri"	mo	73000
29223	"Wayne County, Missouri"	mo	75100
29225	"Webster County, Missouri"	mo	116800
29227	"Worth County, Missouri"	mo	57900
29229	"Wright County, Missouri"	mo	86700
29510	"St. Louis city, Missouri"	mo	119200
30001	"Beaverhead County, Montana"	mt	173400
30003	"Big Horn County, Montana"	mt	89300
30005	"Blaine County, Montana"	mt	76200
30007	"Broadwater County, Montana"	mt	174000
30009	"Carbon County, Montana"	mt	205900
30011	"Carter County, Montana"	mt	82400
30013	"Cascade County, Montana"	mt	157900
30015	"Chouteau County, Montana"	mt	114200
30017	"Custer County, Montana"	mt	112100
30019	"Daniels County, Montana"	mt	96800
30021	"Dawson County, Montana"	mt	122200
30023	"Deer Lodge County, Montana"	mt	117800
30025	"Fallon County, Montana"	mt	106700
30027	"Fergus County, Montana"	mt	113800
30029	"Flathead County, Montana"	mt	228100
30031	"Gallatin County, Montana"	mt	261900
30033	"Garfield County, Montana"	mt	113300
30035	"Glacier County, Montana"	mt	80200
30037	"Golden Valley County, Montana"	mt	89300
30039	"Granite County, Montana"	mt	200500
30041	"Hill County, Montana"	mt	122600
30043	"Jefferson County, Montana"	mt	230100
30045	"Judith Basin County, Montana"	mt	106800
30047	"Lake County, Montana"	mt	218600
30049	"Lewis and Clark County, Montana"	mt	203600
30051	"Liberty County, Montana"	mt	102800
30053	"Lincoln County, Montana"	mt	158200
30055	"McCone County, Montana"	mt	101600
30057	"Madison County, Montana"	mt	239600
30059	"Meagher County, Montana"	mt	115700
30061	"Mineral County, Montana"	mt	167300
30063	"Missoula County, Montana"	mt	237500
30065	"Musselshell County, Montana"	mt	106100
30067	"Park County, Montana"	mt	204500
30069	"Petroleum County, Montana"	mt	83200
30071	"Phillips County, Montana"	mt	86600
30073	"Pondera County, Montana"	mt	99000
30075	"Powder River County, Montana"	mt	105200
30077	"Powell County, Montana"	mt	120900
30079	"Prairie County, Montana"	mt	69800
30081	"Ravalli County, Montana"	mt	233700
30083	"Richland County, Montana"	mt	153000
30085	"Roosevelt County, Montana"	mt	70100
30087	"Rosebud County, Montana"	mt	110900
30089	"Sanders County, Montana"	mt	166500
30091	"Sheridan County, Montana"	mt	109500
30093	"Silver Bow County, Montana"	mt	121900
30095	"Stillwater County, Montana"	mt	185900
30097	"Sweet Grass County, Montana"	mt	192700
30099	"Teton County, Montana"	mt	134700
30101	"Toole County, Montana"	mt	106300
30103	"Treasure County, Montana"	mt	67500
30105	"Valley County, Montana"	mt	102300
30107	"Wheatland County, Montana"	mt	78400
30109	"Wibaux County, Montana"	mt	102700
30111	"Yellowstone County, Montana"	mt	181500
31001	"Adams County, Nebraska"	ne	98000
31003	"Antelope County, Nebraska"	ne	74300
31005	"Arthur County, Nebraska"	ne	76400
31007	"Banner County, Nebraska"	ne	85000
31009	"Blaine County, Nebraska"	ne	57200
31011	"Boone County, Nebraska"	ne	85000
31013	"Box Butte County, Nebraska"	ne	90000
31015	"Boyd County, Nebraska"	ne	54500
31017	"Brown County, Nebraska"	ne	58900
31019	"Buffalo County, Nebraska"	ne	139800
31021	"Burt County, Nebraska"	ne	85700
31023	"Butler County, Nebraska"	ne	99200
31025	"Cass County, Nebraska"	ne	146700
31027	"Cedar County, Nebraska"	ne	89100
31029	"Chase County, Nebraska"	ne	86000
31031	"Cherry County, Nebraska"	ne	95500
31033	"Cheyenne County, Nebraska"	ne	104100
31035	"Clay County, Nebraska"	ne	76100
31037	"Colfax County, Nebraska"	ne	87900
31039	"Cuming County, Nebraska"	ne	88300
31041	"Custer County, Nebraska"	ne	81600
31043	"Dakota County, Nebraska"	ne	103300
31045	"Dawes County, Nebraska"	ne	100700
31047	"Dawson County, Nebraska"	ne	88200
31049	"Deuel County, Nebraska"	ne	67400
31051	"Dixon County, Nebraska"	ne	76300
31053	"Dodge County, Nebraska"	ne	109200
31055	"Douglas County, Nebraska"	ne	143300
31057	"Dundy County, Nebraska"	ne	69100
31059	"Fillmore County, Nebraska"	ne	73300
31061	"Franklin County, Nebraska"	ne	56200
31063	"Frontier County, Nebraska"	ne	74200
31065	"Furnas County, Nebraska"	ne	56400
31067	"Gage County, Nebraska"	ne	101600
31069	"Garden County, Nebraska"	ne	61800
31071	"Garfield County, Nebraska"	ne	86100
31073	"Gosper County, Nebraska"	ne	104100
31075	"Grant County, Nebraska"	ne	45600
31077	"Greeley County, Nebraska"	ne	57500
31079	"Hall County, Nebraska"	ne	113200
31081	"Hamilton County, Nebraska"	ne	113300
31083	"Harlan County, Nebraska"	ne	75100
31085	"Hayes County, Nebraska"	ne	66100
31087	"Hitchcock County, Nebraska"	ne	62300
31089	"Holt County, Nebraska"	ne	90500
31091	"Hooker County, Nebraska"	ne	63300
31093	"Howard County, Nebraska"	ne	101200
31095	"Jefferson County, Nebraska"	ne	70400
31097	"Johnson County, Nebraska"	ne	75300
31099	"Kearney County, Nebraska"	ne	96400
31101	"Keith County, Nebraska"	ne	91500
31103	"Keya Paha County, Nebraska"	ne	80000
31105	"Kimball County, Nebraska"	ne	77900
31107	"Knox County, Nebraska"	ne	74000
31109	"Lancaster County, Nebraska"	ne	148600
31111	"Lincoln County, Nebraska"	ne	112800
31113	"Logan County, Nebraska"	ne	101700
31115	"Loup County, Nebraska"	ne	71100
31117	"McPherson County, Nebraska"	ne	142300
31119	"Madison County, Nebraska"	ne	109000
31121	"Merrick County, Nebraska"	ne	85300
31123	"Morrill County, Nebraska"	ne	76300
31125	"Nance County, Nebraska"	ne	67000
31127	"Nemaha County, Nebraska"	ne	84400
31129	"Nuckolls County, Nebraska"	ne	52300
31131	"Otoe County, Nebraska"	ne	118000
31133	"Pawnee County, Nebraska"	ne	57200
31135	"Perkins County, Nebraska"	ne	88500
31137	"Phelps County, Nebraska"	ne	100700
31139	"Pierce County, Nebraska"	ne	97000
31141	"Platte County, Nebraska"	ne	115400
31143	"Polk County, Nebraska"	ne	95200
31145	"Red Willow County, Nebraska"	ne	84200
31147	"Richardson County, Nebraska"	ne	62600
31149	"Rock County, Nebraska"	ne	65200
31151	"Saline County, Nebraska"	ne	94400
31153	"Sarpy County, Nebraska"	ne	162400
31155	"Saunders County, Nebraska"	ne	147600
31157	"Scotts Bluff County, Nebraska"	ne	102600
31159	"Seward County, Nebraska"	ne	142600
31161	"Sheridan County, Nebraska"	ne	65800
31163	"Sherman County, Nebraska"	ne	82000
31165	"Sioux County, Nebraska"	ne	86500
31167	"Stanton County, Nebraska"	ne	98900
31169	"Thayer County, Nebraska"	ne	61200
31171	"Thomas County, Nebraska"	ne	79200
31173	"Thurston County, Nebraska"	ne	68500
31175	"Valley County, Nebraska"	ne	78100
31177	"Washington County, Nebraska"	ne	169700
31179	"Wayne County, Nebraska"	ne	103200
31181	"Webster County, Nebraska"	ne	67300
31183	"Wheeler County, Nebraska"	ne	87100
31185	"York County, Nebraska"	ne	108500
32001	"Churchill County, Nevada"	nv	153300
32003	"Clark County, Nevada"	nv	165000
32005	"Douglas County, Nevada"	nv	271400
32007	"Elko County, Nevada"	nv	184300
32009	"Esmeralda County, Nevada"	nv	81400
32011	"Eureka County, Nevada"	nv	117400
32013	"Humboldt County, Nevada"	nv	147400
32015	"Lander County, Nevada"	nv	103300
32017	"Lincoln County, Nevada"	nv	140600
32019	"Lyon County, Nevada"	nv	133400
32021	"Mineral County, Nevada"	nv	95500
32023	"Nye County, Nevada"	nv	112600
32027	"Pershing County, Nevada"	nv	138100
32029	"Storey County, Nevada"	nv	167700
32031	"Washoe County, Nevada"	nv	203300
32033	"White Pine County, Nevada"	nv	113800
32510	"Carson City, Nevada"	nv	198900
33001	"Belknap County, New Hampshire"	nh	219900
33003	"Carroll County, New Hampshire"	nh	226200
33005	"Cheshire County, New Hampshire"	nh	195400
33007	"Coos County, New Hampshire"	nh	128500
33009	"Grafton County, New Hampshire"	nh	212000
33011	"Hillsborough County, New Hampshire"	nh	249900
33013	"Merrimack County, New Hampshire"	nh	231000
33015	"Rockingham County, New Hampshire"	nh	282100
33017	"Strafford County, New Hampshire"	nh	220600
33019	"Sullivan County, New Hampshire"	nh	171700
34001	"Atlantic County, New Jersey"	nj	237400
34003	"Bergen County, New Jersey"	nj	451400
34005	"Burlington County, New Jersey"	nj	252500
34007	"Camden County, New Jersey"	nj	210700
34009	"Cape May County, New Jersey"	nj	312800
34011	"Cumberland County, New Jersey"	nj	168900
34013	"Essex County, New Jersey"	nj	364800
34015	"Gloucester County, New Jersey"	nj	224700
34017	"Hudson County, New Jersey"	nj	347200
34019	"Hunterdon County, New Jersey"	nj	404300
34021	"Mercer County, New Jersey"	nj	286900
34023	"Middlesex County, New Jersey"	nj	330000
34025	"Monmouth County, New Jersey"	nj	389900
34027	"Morris County, New Jersey"	nj	432400
34029	"Ocean County, New Jersey"	nj	268100
34031	"Passaic County, New Jersey"	nj	351000
34033	"Salem County, New Jersey"	nj	190200
34035	"Somerset County, New Jersey"	nj	398800
34037	"Sussex County, New Jersey"	nj	285800
34039	"Union County, New Jersey"	nj	362300
34041	"Warren County, New Jersey"	nj	271100
35001	"Bernalillo County, New Mexico"	nm	186800
35003	"Catron County, New Mexico"	nm	158900
35005	"Chaves County, New Mexico"	nm	96800
35006	"Cibola County, New Mexico"	nm	83800
35007	"Colfax County, New Mexico"	nm	117100
35009	"Curry County, New Mexico"	nm	119600
35011	"De Baca County, New Mexico"	nm	79200
35013	"Doña Ana County, New Mexico"	nm	139100
35015	"Eddy County, New Mexico"	nm	110400
35017	"Grant County, New Mexico"	nm	125300
35019	"Guadalupe County, New Mexico"	nm	88400
35021	"Harding County, New Mexico"	nm	66300
35023	"Hidalgo County, New Mexico"	nm	76800
35025	"Lea County, New Mexico"	nm	97200
35027	"Lincoln County, New Mexico"	nm	156300
35028	"Los Alamos County, New Mexico"	nm	284500
35029	"Luna County, New Mexico"	nm	89800
35031	"McKinley County, New Mexico"	nm	74900
35033	"Mora County, New Mexico"	nm	96200
35035	"Otero County, New Mexico"	nm	102400
35037	"Quay County, New Mexico"	nm	68900
35039	"Rio Arriba County, New Mexico"	nm	133300
35041	"Roosevelt County, New Mexico"	nm	111300
35043	"Sandoval County, New Mexico"	nm	180900
35045	"San Juan County, New Mexico"	nm	148700
35047	"San Miguel County, New Mexico"	nm	116700
35049	"Santa Fe County, New Mexico"	nm	278400
35051	"Sierra County, New Mexico"	nm	93900
35053	"Socorro County, New Mexico"	nm	122800
35055	"Taos County, New Mexico"	nm	204800
35057	"Torrance County, New Mexico"	nm	105200
35059	"Union County, New Mexico"	nm	86500
35061	"Valencia County, New Mexico"	nm	133600
36001	"Albany County, New York"	ny	209300
36003	"Allegany County, New York"	ny	69600
36005	"Bronx County, New York"	ny	374500
36007	"Broome County, New York"	ny	107900
36009	"Cattaraugus County, New York"	ny	81100
36011	"Cayuga County, New York"	ny	106600
36013	"Chautauqua County, New York"	ny	83500
36015	"Chemung County, New York"	ny	94300
36017	"Chenango County, New York"	ny	90600
36019	"Clinton County, New York"	ny	122900
36021	"Columbia County, New York"	ny	221600
36023	"Cortland County, New York"	ny	105700
36025	"Delaware County, New York"	ny	133200
36027	"Dutchess County, New York"	ny	289400
36029	"Erie County, New York"	ny	124300
36031	"Essex County, New York"	ny	146600
36033	"Franklin County, New York"	ny	97100
36035	"Fulton County, New York"	ny	106000
36037	"Genesee County, New York"	ny	105000
36039	"Greene County, New York"	ny	183300
36041	"Hamilton County, New York"	ny	164700
36043	"Herkimer County, New York"	ny	92500
36045	"Jefferson County, New York"	ny	131800
36047	"Kings County, New York"	ny	557100
36049	"Lewis County, New York"	ny	107200
36051	"Livingston County, New York"	ny	119300
36053	"Madison County, New York"	ny	121100
36055	"Monroe County, New York"	ny	136000
36057	"Montgomery County, New York"	ny	101200
36059	"Nassau County, New York"	ny	454500
36061	"New York County, New York"	ny	828100
36063	"Niagara County, New York"	ny	105200
36065	"Oneida County, New York"	ny	110500
36067	"Onondaga County, New York"	ny	132300
36069	"Ontario County, New York"	ny	138100
36071	"Orange County, New York"	ny	276900
36073	"Orleans County, New York"	ny	91100
36075	"Oswego County, New York"	ny	93000
36077	"Otsego County, New York"	ny	137900
36079	"Putnam County, New York"	ny	372200
36081	"Queens County, New York"	ny	450900
36083	"Rensselaer County, New York"	ny	178200
36085	"Richmond County, New York"	ny	441000
36087	"Rockland County, New York"	ny	435300
36089	"St. Lawrence County, New York"	ny	84400
36091	"Saratoga County, New York"	ny	230700
36093	"Schenectady County, New York"	ny	166500
36095	"Schoharie County, New York"	ny	146000
36097	"Schuyler County, New York"	ny	94400
36099	"Seneca County, New York"	ny	94400
36101	"Steuben County, New York"	ny	86800
36103	"Suffolk County, New York"	ny	383400
36105	"Sullivan County, New York"	ny	172100
36107	"Tioga County, New York"	ny	108400
36109	"Tompkins County, New York"	ny	169200
36111	"Ulster County, New York"	ny	232400
36113	"Warren County, New York"	ny	189400
36115	"Washington County, New York"	ny	148300
36117	"Wayne County, New York"	ny	109300
36119	"Westchester County, New York"	ny	518400
36121	"Wyoming County, New York"	ny	100200
36123	"Yates County, New York"	ny	118200
37001	"Alamance County, North Carolina"	nc	137000
37003	"Alexander County, North Carolina"	nc	121300
37005	"Alleghany County, North Carolina"	nc	156100
37007	"Anson County, North Carolina"	nc	79400
37009	"Ashe County, North Carolina"	nc	150900
37011	"Avery County, North Carolina"	nc	140800
37013	"Beaufort County, North Carolina"	nc	117000
37015	"Bertie County, North Carolina"	nc	79100
37017	"Bladen County, North Carolina"	nc	81800
37019	"Brunswick County, North Carolina"	nc	186600
37021	"Buncombe County, North Carolina"	nc	191200
37023	"Burke County, North Carolina"	nc	110900
